Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
1700,,52,,26,35,652,39,34,R1,120,A-,1,1,0,1
1701,,,63,,30,148,38,33,R1,120,B,1,1,0,1
1702,,,58,24,120,461,37,28,R1,120,A-,1,1,0,1
1703,,,,31,71,474,35,34,R1,120,A+,1,1,0,1
1704,,,,28,125,776,40,34,R1,120,C,1,1,0,0
1706,,66,58,26,227,634,33,24,R1,120,B,1,1,0,1
1710,,48,,23,40,286,39,30,R1,120,B,1,1,0,1
1711,,56,,24,36,529,39,30,R1,120,B+,1,1,0,1
1714,,,46,22,17,209,36,25,R1,120,B+,1,1,0,1
1715,,63,58,25,64,644,39,32,R1,120,A-,1,1,0,1
1716,,,59,28,24,386,38,35,R1,120,A,1,1,0,1
1717,,,,24,0,0,38,31,R1,120,B+,1,1,0,1
1720,,48,,25,25,286,37,31,R1,120,B+,1,1,0,1
1722,,,,27,2,177,40,36,R1,120,A-,1,1,0,1
1724,,,65,,0,0,28,25,R1,120,C,1,1,0,0
1726,,57,60,28,20,452,30,24,R1,120,C,1,1,0,0
1730,,,,25,3,52,40,34,R1,120,A,1,1,0,1
1731,,,75,,318,776,33,36,R1,122,B+,0,1,0,1
1735,,,,27,43,265,38,32,R1,120,A,1,1,0,1
1737,,,,22,121,423,34,26,R1,120,D+,1,1,0,0
1740,,,,23,22,319,39,28,R1,120,C+,1,1,0,0
1741,,,,25,121,663,35,29,R1,120,B,1,1,0,1
1742,,49,45,25,96,414,36,30,R1,120,C,1,1,0,0
1743,,,,24,25,131,38,28,R1,120,B,1,1,0,1
1747,,56,,20,21,120,37,25,R1,120,B,1,1,0,1
1752,,,63,25,142,525,35,28,R1,120,B+,1,1,0,1
1753,,60,53,25,36,235,37,29,R1,120,B+,1,1,0,1
1754,,51,,26,21,85,33,28,R1,120,C,1,1,0,0
1755,,,69,,0,0,32,30,R1,120,B-,1,1,0,0
1760,,,,30,15,236,38,36,R1,120,B,1,1,0,1
1761,,,55,,70,270,34,25,R1,117,B+,0,0,0,1
1762,,,,21,52,402,37,27,R1,120,C+,1,1,0,0
1764,,53,52,26,10,328,37,29,R1,120,B+,1,1,0,1
1768,,61,65,26,23,524,40,34,R1,120,A,1,1,0,1
1770,,,,28,1,647,40,37,R1,120,B+,1,1,0,1
1778,,,,28,50,577,39,35,R1,120,A+,1,1,0,1
1788,,,,25,12,237,40,34,R1,120,A,1,1,0,1
1789,,61,57,27,60,416,37,27,R1,117,,0,0,0,
1792,,,,25,25,128,35,29,R1,120,B-,1,1,0,0
1798,,59,61,,17,798,38,32,R1,120,B-,1,1,0,0
1804,,,,22,45,351,35,24,R1,120,B-,1,1,0,0
1810,,,54,23,11,340,39,31,R1,120,A,1,1,0,1
1811,,,,24,153,888,35,25,R1,120,C+,1,1,0,0
1814,,,58,27,18,584,39,34,R1,120,B+,1,1,0,1
1820,,,58,28,12,486,39,34,R1,120,A+,1,1,0,1
1823,,,,24,174,629,32,26,R1,120,C+,1,1,0,0
1825,,,64,31,82,296,34,27,R1,120,A-,1,1,0,1
1826,,56,,23,10,116,38,27,R1,120,C+,1,1,0,0
1832,,,,24,8,90,39,32,R1,120,C,1,1,0,0
1833,,58,54,26,42,398,38,29,R1,117,A,0,0,0,1
1836,,,52,25,100,649,37,31,R1,120,B-,1,1,0,0
1840,,55,,23,3,75,39,28,R1,117,,0,0,0,
1841,,,65,27,201,437,30,27,R1,128,C,0,1,0,0
1842,,57,,25,31,104,31,24,R1,120,C-,1,1,0,0
1848,,,,25,1,112,40,34,R1,122,B+,0,1,0,1
1849,,,,26,86,383,34,27,R1,117,A,0,0,0,1
1850,,55,,27,3,66,39,32,R1,120,C+,1,1,0,0
1852,,,62,26,116,470,37,32,R1,120,B-,1,1,0,0
1854,,47,,26,79,644,40,34,R1,120,A-,1,1,0,1
1856,,57,,25,6,308,40,32,R1,120,B+,1,1,0,1
1859,,,58,,12,257,36,26,R1,117,A-,0,0,0,1
1868,,,,23,10,101,37,28,R1,120,B,1,1,0,1
1869,,,64,29,110,331,33,27,R1,120,C+,1,1,0,0
1874,,47,60,26,32,244,36,29,R1,120,A-,1,1,0,1
1875,,,,25,5,64,38,32,R1,120,B,1,1,0,1
1877,,60,,27,4,80,39,34,R1,109,A,0,0,0,1
1878,,,,29,29,338,39,36,R1,120,B,1,1,0,1
1886,,56,60,25,86,430,38,29,R1,120,B+,1,1,0,1
1891,,71,,30,25,440,35,35,R1,120,A,1,1,0,1
1892,,,,25,82,184,32,26,R1,120,B,1,1,0,1
1894,,53,,26,7,61,35,30,R1,120,C+,1,1,0,0
1895,,,,27,73,631,36,31,R1,120,B+,1,1,0,1
1898,,,,23,112,414,36,28,R1,120,C,1,1,0,0
1899,,0,,22,4,27,40,28,R1,120,C,1,1,0,0
1900,,60,,25,8,126,40,34,R1,120,B+,1,1,0,1
1901,,52,56,24,84,209,33,26,R1,120,A-,1,1,0,1
1902,,,,29,66,197,34,32,R1,120,A,1,1,0,1
1903,,,59,23,43,633,39,29,R1,120,C,1,1,0,0
1906,,69,71,28,19,545,39,34,R1,120,A,1,1,0,1
1915,,,72,,2,9,36,37,R1,120,A+,1,1,0,1
1916,,,,27,116,419,36,31,R1,120,A-,1,1,0,1
1919,,,65,24,32,232,38,29,R1,120,B,1,1,0,1
1920,,,61,,13,345,38,33,R1,120,A-,1,1,0,1
1924,,,57,26,58,297,35,30,R1,120,B+,1,1,0,1
1925,,,,29,6,68,35,31,R1,120,B,1,1,0,1
1926,,50,,26,50,390,35,25,R1,117,C,0,0,0,0
1928,,70,,27,64,260,33,27,R1,120,C+,1,1,0,0
1930,,,67,,5,328,39,37,R1,120,B+,1,1,0,1
1932,,64,,28,116,378,30,24,R1,120,B-,1,1,0,0
1933,,64,,27,50,262,37,30,R1,120,S,1,1,0,
1939,,,,27,3,183,40,36,R1,120,B+,1,1,0,1
1940,,,,28,1,12,40,37,R1,120,A,1,1,0,1
1941,,,,25,63,423,37,28,R1,120,C+,1,1,0,0
1942,,58,,25,16,338,39,30,R1,120,B,1,1,0,1
1947,,53,,25,36,473,39,30,R1,117,,0,0,0,
1950,,,61,30,15,574,38,33,R1,120,B+,1,1,0,1
1952,,,52,21,74,608,36,25,R1,120,B,1,1,0,1
1954,,,,23,5,79,39,31,R1,120,B+,1,1,0,1
1955,,52,,25,21,100,36,26,R1,120,B,1,1,0,1
1958,,,52,24,42,684,39,31,R1,120,A-,1,1,0,1
1959,,58,,26,56,404,37,32,R1,120,B,1,1,0,1
1960,,,,23,85,664,37,26,R1,120,C,1,1,0,0
1967,,,66,27,150,479,33,25,R1,120,A-,1,1,0,1
1970,,,,29,15,630,39,33,R1,120,B+,1,1,0,1
1971,,,,22,98,342,33,24,R1,120,C-,1,1,0,0
1977,,,,27,15,169,39,35,R1,120,A-,1,1,0,1
1978,,,65,28,24,492,39,33,R1,120,B+,1,1,0,1
1981,,,,26,24,630,37,31,R1,120,A+,1,1,0,1
1984,,,50,,24,343,39,27,R1,117,,0,0,0,
1994,,,,25,47,436,37,30,R1,120,B+,1,1,0,1
1995,,,,27,144,472,37,30,R1,120,B-,1,1,0,0
1998,,,,27,24,351,39,30,R1,120,C-,1,1,0,0
2008,,54,,27,44,655,36,28,R1,120,B+,1,1,0,1
2009,,60,,26,104,384,35,27,R1,120,C,1,1,0,0
2014,,58,61,26,0,0,40,35,R1,120,D+,1,1,0,0
2018,,68,67,26,135,264,31,24,R1,120,B,1,1,0,1
2020,,55,58,25,18,310,40,35,R1,120,A,1,1,0,1
2021,,64,64,29,154,662,30,27,R1,120,B+,1,1,0,1
2022,,,,29,134,423,33,24,R1,210,,0,0,0,
2024,,,67,,0,0,39,36,R1,120,A-,1,1,0,1
2025,,,52,,0,0,35,26,R1,120,B,1,1,0,1
2032,,52,,27,74,270,34,28,R1,120,A,1,1,0,1
2038,,,64,26,37,423,39,31,R1,120,A-,1,1,0,1
2044,,51,,26,212,665,34,27,R1,120,B-,1,1,0,0
2049,,,66,29,43,458,38,36,R1,120,A-,1,1,0,1
2054,,52,,24,0,0,40,32,R1,120,B+,1,1,0,1
2059,,,67,29,41,393,38,32,R1,120,B,1,1,0,1
2061,,,62,28,30,310,38,34,R1,120,A,1,1,0,1
2062,,,62,,0,0,33,24,R1,120,B-,1,1,0,0
2063,,,,27,54,424,38,32,R1,120,A,1,1,0,1
2068,,,62,,11,177,35,31,R1,120,A,1,1,0,1
2073,,61,,28,13,260,40,34,R1,120,A-,1,1,0,1
2076,,,,25,122,598,36,26,R1,120,B+,1,1,0,1
2077,,62,73,27,51,290,36,30,R1,120,B,1,1,0,1
2090,,,,26,44,264,39,33,R1,120,B-,1,1,0,0
2094,,,49,21,14,58,38,24,R1,117,A,0,0,0,1
2101,,,,21,0,0,35,25,R1,120,B,1,1,0,1
2105,,,,27,119,627,31,25,R1,120,B,1,1,0,1
2106,,57,68,27,25,243,38,33,R1,120,C-,1,1,0,0
2109,,58,61,,0,0,35,31,R1,120,B+,1,1,0,1
2110,,58,,25,19,431,40,27,R1,120,A,1,1,0,1
2111,,50,58,25,83,437,37,30,R1,120,B-,1,1,0,0
2112,,,,24,7,45,37,28,R1,120,B-,1,1,0,0
2113,,,,24,63,517,37,29,R1,120,C,1,1,0,0
2116,,,,29,58,331,38,31,R1,128,C,0,1,0,0
2117,,,69,31,0,0,35,31,R1,120,C,1,1,0,0
2118,,75,,28,71,380,34,27,R1,120,A-,1,1,0,1
2120,,59,,25,22,375,39,32,R1,120,B+,1,1,0,1
2125,,,,26,24,339,39,33,R1,120,B+,1,1,0,1
2133,,,,25,0,0,39,31,R1,120,B-,1,1,0,0
2135,,50,,23,28,504,39,30,R1,120,B,1,1,0,1
2136,,,63,31,178,479,32,28,R1,120,A,1,1,0,1
2138,,,57,28,1,421,40,35,R1,120,A,1,1,0,1
2139,,,68,29,6,93,37,36,R1,120,B+,1,1,0,1
2140,,,65,,4,285,39,36,R1,120,A,1,1,0,1
2144,,63,,26,1,231,40,35,R1,120,A,1,1,0,1
2147,,60,,30,1,404,40,37,R1,120,B,1,1,0,1
2153,,59,,23,4,149,39,31,R1,120,A-,1,1,0,1
2156,,,,31,60,348,36,34,R1,120,B+,1,1,0,1
2159,,58,,26,8,309,40,34,R1,120,B,1,1,0,1
2167,,,69,,144,366,28,27,R1,122,A-,0,1,0,1
2173,,68,,31,21,226,36,34,R1,120,B,1,1,0,1
2179,,,58,26,0,24,34,28,R1,120,B,1,1,0,1
2180,,,,27,22,620,39,33,R1,120,B,1,1,0,1
2187,,49,,24,34,308,37,27,R1,120,C-,1,1,0,0
2192,,58,,24,22,245,32,25,R1,120,B-,1,1,0,0
2194,,50,57,,0,0,36,28,R1,120,B,1,1,0,1
2200,,64,,29,32,139,37,35,R1,120,A,1,1,0,1
2202,,,,27,71,325,36,29,R1,117,B+,0,0,0,1
2205,,,,25,5,103,39,29,R1,117,A-,0,0,0,1
2209,,,,32,154,479,34,29,R1,120,C-,1,1,0,0
2212,,,,30,118,286,30,27,R1,120,B+,1,1,0,1
2214,,,,28,100,370,32,25,R1,120,C,1,1,0,0
2215,,,,21,137,515,35,24,R1,120,C,1,1,0,0
2222,,51,,23,96,322,33,26,R1,120,C-,1,1,0,0
2224,,,,27,26,617,40,33,R1,120,A,1,1,0,1
2225,,,,23,26,177,35,25,R1,120,C+,1,1,0,0
2226,,,,27,0,0,31,25,R1,120,D+,1,1,0,0
2231,,,60,28,0,0,36,31,R1,120,B,1,1,0,1
2235,,,66,,0,0,39,37,R1,120,A,1,1,0,1
2236,,,74,32,77,479,37,35,R1,120,A,1,1,0,1
2237,,,,26,58,325,37,29,R1,120,C,1,1,0,0
2238,,,,25,38,263,38,32,R1,120,B,1,1,0,1
2241,,,,27,5,204,39,33,R1,120,B-,1,1,0,0
2251,,58,,23,8,197,40,30,R1,120,C,1,1,0,0
2264,,,,29,1,148,40,36,R1,120,B+,1,1,0,1
2266,,,,26,36,296,37,32,R1,117,A,0,0,0,1
2268,,,55,25,88,662,38,29,R1,120,C+,1,1,0,0
2269,,,,26,195,517,32,26,R1,120,B,1,1,0,1
2275,,57,55,25,50,385,38,30,R1,120,B-,1,1,0,0
2280,,55,,22,0,0,36,27,R1,120,C,1,1,0,0
2286,,,68,,0,0,32,29,R1,120,A-,1,1,0,1
2293,,60,,26,36,268,36,32,R1,120,C+,1,1,0,0
2303,,,65,31,19,416,39,36,R1,120,A,1,1,0,1
2309,,47,,22,31,118,33,24,R1,120,C,1,1,0,0
2310,,,64,,0,0,39,35,R1,120,C+,1,1,0,0
2316,,49,,22,74,469,38,25,R1,120,B-,1,1,0,0
2319,,,,26,117,418,35,27,R1,120,A-,1,1,0,1
2324,,42,,25,12,530,39,31,R1,120,A,1,1,0,1
2326,,,65,29,90,403,34,29,R1,120,A-,1,1,0,1
2338,,55,,24,23,85,35,28,R1,120,B-,1,1,0,0
2341,,56,,28,323,617,32,25,R1,120,B,1,1,0,1
2346,,,62,,85,445,36,29,R1,210,B-,0,0,0,0
2351,,,,25,95,554,37,29,R1,120,B-,1,1,0,0
2354,,43,,25,68,264,37,28,R1,120,B-,1,1,0,0
2358,,,61,,0,0,30,26,R1,120,D+,1,1,0,0
2364,,48,,24,187,618,36,27,R1,120,C+,1,1,0,0
2390,,,,27,0,0,39,33,R1,120,A-,1,1,0,1
2397,,,,25,191,472,36,27,R1,120,B,1,1,0,1
2414,,53,,23,71,413,38,29,R1,120,A-,1,1,0,1
2415,,52,61,26,196,644,36,32,R1,120,A+,1,1,0,1
2424,,48,48,19,29,357,38,26,R1,120,B,1,1,0,1
2451,,,,25,11,280,39,27,R1,120,A,1,1,0,1
2458,,,59,25,0,0,38,33,R1,120,B+,1,1,0,1
2461,,,,20,143,472,38,25,R1,120,C,1,1,0,0
2467,,59,,31,76,260,35,33,R1,120,B,1,1,0,1
2468,,,52,26,129,430,35,28,R1,120,C+,1,1,0,0
2473,,,63,24,48,408,37,28,R1,120,B-,1,1,0,0
2478,,,,29,3,41,39,36,R1,120,B+,1,1,0,1
2479,,,54,,36,140,32,25,R1,117,,0,0,0,
2482,,,,25,55,370,34,25,R1,120,D,1,1,0,0
2488,,62,,25,6,51,40,34,R1,120,B,1,1,0,1
2491,,,59,28,127,663,39,34,R1,120,C,1,1,0,0
2493,,,52,24,11,328,40,32,R1,117,A-,0,0,0,1
2497,,,66,30,216,488,30,29,R1,120,B,1,1,0,1
2498,,,,29,24,191,33,29,R1,120,B-,1,1,0,0
2501,,,,27,18,419,39,34,R1,117,A,0,0,0,1
2508,,,,29,5,19,33,33,R1,120,A-,1,1,0,1
2509,,,,27,39,260,38,32,R1,117,A-,0,0,0,1
2520,,,,29,226,526,27,23,R1,120,C-,1,1,0,0
2527,,,65,,17,58,33,25,R1,120,B+,1,1,0,1
2534,,,70,28,126,600,36,33,R1,120,A-,1,1,0,1
2540,,,,26,100,260,33,24,R1,120,C,1,1,0,0
2543,,,59,27,31,362,36,30,R1,120,B-,1,1,0,0
2545,,54,60,,194,691,31,24,R1,120,B-,1,1,0,0
2550,,,,27,71,520,37,30,R1,120,C-,1,1,0,0
2551,,51,55,25,37,433,38,32,R1,120,C+,1,1,0,0
2552,,53,56,24,6,107,38,28,R1,120,B,1,1,0,1
2555,,,,27,14,72,36,31,R1,120,C-,1,1,0,0
2559,,,,23,64,516,38,29,R1,120,C+,1,1,0,0
2560,,,,25,57,482,37,27,R1,120,A-,1,1,0,1
2561,,,53,,,,34,25,R1,120,B+,1,1,0,1
2564,,,58,26,,128,30,24,R1,120,A-,1,1,0,1
2565,,,,29,8,114,38,34,R1,120,B,1,1,0,1
2568,,52,,23,30,420,39,28,R1,120,C,1,1,0,0
2572,,,,28,16,37,32,28,R1,120,C,1,1,0,0
2573,,,,27,,,29,27,R1,120,B,1,1,0,1
2574,,63,61,29,91,424,37,37,R1,120,,1,1,0,
2577,,,,26,,,37,30,R1,117,,0,0,0,
2588,,,,25,99,521,36,29,R1,120,A-,1,1,0,1
2589,,59,,28,188,480,31,22,R1,109,A,0,0,0,1
2599,,52,62,26,34,457,34,29,R1,120,C+,1,1,0,0
2601,,,68,29,60,268,30,25,R1,120,B+,1,1,0,1
2603,,,55,19,53,488,36,23,R1,120,B,1,1,0,1
2604,,50,,22,78,413,35,26,R1,120,B-,1,1,0,0
2607,,58,,30,,,33,30,R1,120,C+,1,1,0,0
2611,,57,,29,32,470,38,33,R1,120,B+,1,1,0,1
2612,,62,,27,20,220,39,34,R1,120,B+,1,1,0,1
2618,,57,,25,7,76,35,26,R1,120,B-,1,1,0,0
2619,,,,23,26,107,36,25,R1,120,B-,1,1,0,0
2621,,,72,29,177,653,29,24,R1,120,C+,1,1,0,0
2623,,,,27,86,434,37,31,R1,120,B,1,1,0,1
2625,,,,26,20,227,34,29,R1,120,B,1,1,0,1
2639,,,,23,53,471,39,30,R1,120,B-,1,1,0,0
2640,,56,,25,,,37,27,R1,120,B-,1,1,0,0
2642,,,61,,39,444,38,34,R1,120,B+,1,1,0,1
2650,,,,26,,,29,25,R1,120,A,1,1,0,1
2655,,,,17,4,65,39,24,R1,120,B-,1,1,0,0
2657,,,,21,72,508,36,22,R1,120,C-,1,1,0,0
2665,,62,62,29,15,86,36,32,R1,120,B+,1,1,0,1
2667,,,,18,25,299,37,22,R1,120,C+,1,1,0,0
2670,,,,23,,,39,26,R1,120,B-,1,1,0,0
2673,,,55,29,246,455,31,27,R1,120,C-,1,1,0,0
2674,,,53,26,60,157,29,22,R1,120,C+,1,1,0,0
2675,,,57,24,,,29,22,R1,120,B+,1,1,0,1
2677,,52,,25,8,302,39,32,R1,120,B+,1,1,0,1
2678,,,,29,122,488,33,26,R1,120,B,1,1,0,1
2683,,47,,21,78,376,37,24,R1,120,C-,1,1,0,0
2684,,,,28,95,480,36,32,R1,120,B-,1,1,0,0
2685,,,,27,32,511,38,31,R1,120,,1,1,0,
2690,,,65,,,,32,28,R1,117,,0,0,0,
2691,,57,,30,9,110,39,36,R1,120,A-,1,1,0,1
2692,,,,28,20,424,39,34,R1,120,B+,1,1,0,1
2696,,,48,22,27,195,38,28,R1,120,B,1,1,0,1
2699,,,66,28,,,33,31,R1,120,A-,1,1,0,1
2703,,,,27,10,458,40,36,R1,120,A-,1,1,0,1
2704,,,,27,,,36,30,R1,120,B-,1,1,0,0
2705,,44,,24,88,511,36,28,R1,120,C,1,1,0,0
2708,,50,,25,27,143,33,27,R1,120,C,1,1,0,0
2709,,59,62,,93,405,35,31,R1,120,D,1,1,0,0
2715,,,,25,147,654,33,27,R1,120,B,1,1,0,1
2717,,57,,26,33,174,35,27,R1,120,B,1,1,0,1
2720,,64,62,29,63,273,30,27,R1,120,C,1,1,0,0
2725,,54,,28,213,645,35,30,R1,120,B,1,1,0,1
2734,,58,,24,87,304,34,27,R1,120,F,1,1,0,0
2737,,50,52,26,15,287,35,31,R1,120,A,1,1,0,1
2739,,,,27,159,455,38,31,R1,120,B,1,1,0,1
2741,,,,24,9,444,40,33,R1,120,A,1,1,0,1
2744,,52,,25,14,663,40,30,R1,120,A,1,1,0,1
2750,,,,26,103,699,37,32,R1,120,A-,1,1,0,1
2751,,,,23,49,701,38,29,R1,120,C,1,1,0,0
2758,,51,62,28,10,510,39,33,R1,120,A,1,1,0,1
2760,,,,25,15,283,34,27,R1,120,B+,1,1,0,1
2762,,,58,,42,286,37,27,R1,120,C,1,1,0,0
2765,,59,63,,108,216,27,22,R1,120,C,1,1,0,0
2767,,,,23,73,699,38,27,R1,120,A-,1,1,0,1
2769,,,62,26,36,386,34,29,R1,120,C,1,1,0,0
2775,,64,,26,29,331,36,31,R1,120,A,1,1,0,1
2778,,69,65,29,2,299,39,37,R1,120,A,1,1,0,1
2780,,,,28,,,39,31,R1,122,A,0,1,0,1
2781,,,,29,45,139,31,29,R1,120,C+,1,1,0,0
2784,,54,57,23,13,110,38,27,R1,120,C,1,1,0,0
2786,,58,,28,15,220,39,33,R1,120,B,1,1,0,1
2787,,,,22,10,309,36,32,R1,120,B,1,1,0,1
2796,,72,71,,121,277,33,32,R1,120,B-,1,1,0,0
2800,,,70,28,,,30,25,R1,117,A,0,0,0,1
2809,,57,64,28,263,636,34,30,R1,120,C,1,1,0,0
2811,,47,,25,5,63,39,30,R1,120,B,1,1,0,1
2812,,,66,,2,50,30,27,R1,120,D-,1,1,0,0
2813,,64,64,,347,635,33,25,R1,120,C,1,1,0,0
2823,,,,25,57,725,38,32,R1,120,B,1,1,0,1
2824,,58,63,29,211,638,34,29,R1,120,B+,1,1,0,1
2826,,57,,25,94,299,29,22,R1,120,C+,1,1,0,0
2834,,,62,28,26,174,35,33,R1,120,B+,1,1,0,1
2837,,,,28,9,84,38,33,R1,120,A-,1,1,0,1
2838,,63,,28,38,443,38,33,R1,120,A,1,1,0,1
2840,,,,27,45,287,35,32,R1,120,C+,1,1,0,0
2845,,62,60,25,63,638,39,32,R1,120,B+,1,1,0,1
2850,,,,20,6,86,38,24,R1,120,,1,1,0,
2860,,,,28,43,280,36,33,R1,120,B-,1,1,0,0
2877,,,,28,64,169,30,25,R1,120,B+,1,1,0,1
2878,,57,52,28,10,258,38,34,R1,120,C,1,1,0,0
2881,,63,,26,8,185,40,32,R1,120,A-,1,1,0,1
2882,,,,29,111,460,36,32,R1,120,B-,1,1,0,0
2885,,,,26,157,258,29,25,R1,120,,1,1,0,
2887,,,58,29,108,448,38,36,R1,120,B-,1,1,0,0
2888,,58,59,25,7,253,38,29,R1,120,B,1,1,0,1
2892,,,,31,73,725,38,37,R1,120,A,1,1,0,1
2896,,56,65,28,112,237,28,30,R1,122,B+,0,1,0,1
2903,,,58,25,17,296,37,31,R1,120,B,1,1,0,1
2904,,,,27,142,542,34,28,R1,120,B,1,1,0,1
2908,,,,24,166,494,34,25,R1,120,B,1,1,0,1
2912,,,,21,13,206,38,27,R1,120,C,1,1,0,0
2915,,50,59,26,1,397,40,35,R1,120,A,1,1,0,1
2916,,,,25,58,350,37,30,R1,120,C,1,1,0,0
2918,,56,,23,27,63,31,23,R1,120,,1,1,0,
2925,,,56,21,21,398,37,26,R1,120,C+,1,1,0,0
2926,,69,70,32,249,630,34,34,R1,122,A-,0,1,0,1
2931,,,,25,310,637,31,23,R1,117,,0,0,0,
2933,,47,,24,,,34,25,R1,117,C+,0,0,0,0
2935,,,66,,,,25,23,R1,120,A-,1,1,0,1
2943,,,58,28,124,282,35,32,R1,120,B+,1,1,0,1
2950,,,,25,10,323,40,31,R1,120,A-,1,1,0,1
2955,,,,27,3,65,40,35,R1,120,A,1,1,0,1
2957,,,64,,32,156,32,22,R1,120,F,1,1,0,0
2962,,,,29,64,274,34,27,R1,120,,1,1,0,
2963,,,,29,60,317,36,33,R1,120,A-,1,1,0,1
2966,,43,,18,18,346,38,22,R1,117,B,0,0,0,1
2967,,,54,21,2,27,39,29,R1,120,B+,1,1,0,1
2975,,59,54,26,5,141,40,34,R1,117,A,0,0,0,1
2976,,52,52,20,158,638,38,24,R1,109,A,0,0,0,1
2980,,,59,25,14,105,35,29,R1,120,B+,1,1,0,1
2981,,61,64,27,98,427,33,29,R1,120,A-,1,1,0,1
2982,,,,22,15,63,33,24,R1,120,B,1,1,0,1
2983,,,,20,66,257,37,23,R1,120,C-,1,1,0,0
2985,,,,26,,,30,25,R1,117,B,0,0,0,1
2987,,,,23,76,604,36,26,R1,120,D+,1,1,0,0
2988,,,,26,5,63,38,30,R1,117,A-,0,0,0,1
2995,,,,27,20,81,32,31,R1,120,B+,1,1,0,1
2996,,,,26,152,637,37,29,R1,117,B+,0,0,0,1
2997,,,,28,333,687,27,24,R1,120,D-,1,1,0,0
3002,,,,24,13,511,40,32,R1,120,B+,1,1,0,1
3006,,50,,24,3,47,40,31,R1,120,B-,1,1,0,0
3007,,59,,27,12,94,36,32,R1,120,B,1,1,0,1
3008,,58,58,,,,33,25,R1,117,C+,0,0,0,0
3010,,,49,23,34,465,39,29,R1,120,B,1,1,0,1
3011,,,,26,22,260,39,30,R1,120,A,1,1,0,1
3015,,,,29,75,588,34,29,R1,120,A,1,1,0,1
3020,,,65,,88,330,33,31,R1,120,C,1,1,0,0
3024,,50,,22,37,331,37,27,R1,120,B-,1,1,0,0
3026,,,,25,20,76,34,26,R1,117,,0,0,0,
3027,,,,23,133,485,34,22,R1,120,C-,1,1,0,0
3035,,,61,31,16,380,37,35,R1,120,B+,1,1,0,1
3037,,45,,27,59,287,35,30,R1,120,B-,1,1,0,0
3038,,,60,28,109,463,33,28,R1,120,D,1,1,0,0
3040,,45,,25,,,32,24,R1,120,C,1,1,0,0
3042,,,,25,39,289,36,29,R1,120,C,1,1,0,0
3043,,,,29,1,123,40,37,R1,120,A+,1,1,0,1
3044,,61,,33,263,638,33,31,R1,120,C,1,1,0,0
3045,,,,25,64,452,37,30,R1,120,B,1,1,0,1
3048,,,59,24,83,388,37,28,R1,117,B-,0,0,0,0
3059,,,,25,32,344,38,31,R1,120,A-,1,1,0,1
3062,,,,22,53,419,38,27,R1,120,A,1,1,0,1
3067,,,67,32,74,332,33,34,R1,120,A-,1,1,0,1
3069,,,,24,11,64,38,29,R1,120,,1,1,0,
3075,,,58,,,,33,26,R1,120,A-,1,1,0,1
3076,,,67,,40,321,33,29,R1,117,B+,0,0,0,1
3082,,,,23,114,457,36,27,R1,120,B+,1,1,0,1
3090,,,,24,224,467,31,23,R1,120,C,1,1,0,0
3091,,,64,,,132,37,32,R1,120,B+,1,1,0,1
3095,,,50,,26,481,37,24,R1,120,B,1,1,0,1
3096,,,,26,29,196,38,33,R1,120,B,1,1,0,1
3097,,,,29,70,131,32,29,R1,120,B-,1,1,0,0
3098,,,63,29,151,463,26,24,R1,122,C,0,1,0,0
3100,,53,61,29,2,55,33,31,R1,120,,1,1,0,
3106,,,,20,101,438,36,23,R1,120,C,1,1,0,0
3111,,52,,24,16,362,37,28,R1,120,B-,1,1,0,0
3112,,,54,25,60,169,32,24,R1,120,,1,1,0,
3114,,,,26,9,321,40,33,R1,120,A,1,1,0,1
3122,,,,22,74,725,38,26,R1,120,B+,1,1,0,1
3123,,,,25,16,120,38,30,R1,120,A,1,1,0,1
3124,,,,30,102,233,29,29,R1,120,A,1,1,0,1
3126,,,,28,44,188,35,28,R1,120,B-,1,1,0,0
3128,,54,,27,4,82,38,34,R1,120,B-,1,1,0,0
3129,,,,24,100,414,36,26,R1,120,A-,1,1,0,1
3130,,,,28,157,494,34,30,R1,120,A,1,1,0,1
3139,,,62,,26,231,35,26,R1,120,A-,1,1,0,1
3144,,49,53,24,1,143,40,32,R1,120,C+,1,1,0,0
3145,,51,,28,50,449,33,28,R1,120,,1,1,0,
3148,,,58,27,128,463,29,23,R1,120,B+,1,1,0,1
3149,,,,24,3,111,40,32,R1,120,B,1,1,0,1
3152,,,63,28,,,28,22,R1,120,B+,1,1,0,1
3153,,,65,28,,,32,28,R1,120,B+,1,1,0,1
3154,,,,27,11,169,38,33,R1,120,A-,1,1,0,1
3161,,58,59,29,13,195,39,35,R1,120,A,1,1,0,1
3163,,,58,,95,443,35,25,R1,117,A-,0,0,0,1
3165,,49,,23,42,543,38,29,R1,117,,0,0,0,
3172,,,,28,143,391,32,28,R1,120,D,1,1,0,0
3177,,,,25,20,309,38,32,R1,120,A-,1,1,0,1
3178,,,,29,135,478,31,30,R1,117,,0,0,0,
3180,,,,24,56,545,36,26,R1,120,B-,1,1,0,0
3188,,,,26,29,639,37,31,R1,120,B,1,1,0,1
3196,,51,51,26,12,84,35,27,R1,120,B-,1,1,0,0
3201,,,,25,79,397,36,25,R1,120,D,1,1,0,0
3203,,,,28,171,531,34,31,R1,120,A-,1,1,0,1
